# Comments,Timestamp,comments_comp,comments_neg,comments_neu,comments_pos,score,submission_compound,submission_neg,submission_neu,submission_pos,title_compound,title_neg,title_neu,title_pos
2,3/14/2018 13:31,0,0,1,0,2,0,0,0,0,0,0,1,0
2,3/14/2018 12:30,0.859,0,0.687,0.313,3,0.8519,0.033,0.806,0.161,-0.3182,0.365,0.635,0
0,3/13/2018 12:47,0,0,0,0,5,0.7854,0.016,0.888,0.096,0,0,1,0
2,3/13/2018 8:26,0.5221,0,0.829,0.171,7,0,0,1,0,0,0,1,0
3,3/12/2018 22:28,0.765933333,0,0.662,0.338,5,-0.7255,0.153,0.818,0.029,-0.6648,0.227,0.773,0
0,3/12/2018 6:18,0,0,0,0,1,0,0,0,0,0.5994,0,0.55,0.45
18,3/12/2018 0:30,0.498177778,0.013,0.898833333,0.088166667,5,0.8573,0,0.941,0.059,0,0,1,0
4,3/11/2018 18:01,0.23615,0.0155,0.865,0.11925,4,0.2975,0.029,0.919,0.052,0,0,1,0
3,3/10/2018 0:48,0.2196,0,0.969666667,0.030333333,4,0.9041,0,0.89,0.11,0,0,1,0
1,3/8/2018 22:46,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
0,3/6/2018 12:06,0,0,0,0,1,0,0,0,0,0,0,1,0
4,3/2/2018 20:14,0.82,0,0.799,0.201,5,0.9948,0.005,0.821,0.175,0.555,0,0.686,0.314
0,3/2/2018 20:03,0,0,0,0,1,0,0,1,0,0.555,0,0.724,0.276
1,3/2/2018 14:02,0.8636,0,0.384,0.616,1,0,0,0,0,-0.1779,0.221,0.779,0
1,3/2/2018 13:21,0.3182,0,0.943,0.057,1,0,0,0,0,0.5859,0,0.676,0.324
1,2/28/2018 22:16,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
1,2/28/2018 11:42,0.8402,0,0.847,0.153,2,0,0,0,0,0.4404,0,0.805,0.195
4,2/28/2018 7:34,0.2654,0.037,0.71875,0.24425,2,0,0,0,0,0.4404,0,0.861,0.139
0,2/27/2018 14:18,0,0,0,0,1,0,0,0,0,0.4019,0,0.816,0.184
0,2/27/2018 9:23,0,0,0,0,1,0.8932,0,0.782,0.218,0.4019,0,0.69,0.31
2,2/26/2018 16:15,0.5093,0,0.904,0.096,5,0.9802,0.043,0.792,0.165,0,0,1,0
0,2/26/2018 9:34,0,0,0,0,1,0.5423,0.035,0.866,0.098,0,0,1,0
1,2/24/2018 20:06,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
3,2/24/2018 19:51,0.19455,0.048,0.881,0.071,2,0,0,0,0,0,0,1,0
14,2/23/2018 17:04,0.355233333,0.009916667,0.918166667,0.071833333,8,0.9129,0,0.837,0.163,0,0,1,0
1,2/23/2018 14:39,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
10,2/23/2018 7:51,0.239,0.034777778,0.805333333,0.160111111,4,0.9937,0.053,0.776,0.172,0.6249,0,0.44,0.56
2,2/22/2018 19:52,-0.03815,0.1185,0.7265,0.155,4,0.854,0.014,0.9,0.086,0,0,1,0
0,2/22/2018 15:40,0,0,0,0,1,0,0,0,0,0,0,1,0
5,2/21/2018 20:20,0.02736,0.0126,0.9766,0.0108,2,-0.6089,0.072,0.897,0.031,0.3612,0,0.8,0.2
1,2/21/2018 19:57,0,0,1,0,2,0,0,0,0,0,0,1,0
0,2/21/2018 16:00,0,0,0,0,5,0.7701,0.046,0.847,0.107,0,0,1,0
12,2/21/2018 10:57,0.19837,0.0585,0.8538,0.0877,5,0.9285,0.045,0.771,0.184,0.34,0,0.714,0.286
1,2/21/2018 6:26,0.3182,0,0.943,0.057,1,0,0,0,0,0.5106,0,0.823,0.177
5,2/20/2018 12:17,0.33918,0,0.665,0.335,2,0.9323,0,0.832,0.168,0.0772,0,0.874,0.126
13,2/19/2018 19:38,0.418576923,0.017384615,0.748538462,0.234076923,2,0.9574,0.019,0.751,0.23,0,0,1,0
1,2/19/2018 17:54,0,0,1,0,6,0,0,0,0,0.0772,0,0.944,0.056
0,2/19/2018 11:46,0,0,0,0,0,-0.2449,0.093,0.844,0.063,0.4574,0,0.572,0.428
2,2/18/2018 17:08,0.3062,0,0.844,0.156,3,0.3182,0,0.954,0.046,0,0,1,0
2,2/16/2018 3:26,0.4084,0,0.1855,0.3145,2,0,0,0,0,0,0,1,0
17,2/15/2018 21:40,0.166717647,0.072647059,0.775117647,0.152294118,1,0.9848,0,0.787,0.213,0,0,1,0
0,2/15/2018 19:29,0,0,0,0,1,0,0,0,0,0.701,0.111,0.684,0.205
1,2/15/2018 12:17,0.3182,0,0.943,0.057,1,0,0,0,0,0.3818,0,0.776,0.224
4,2/15/2018 3:13,-0.078825,0.1,0.855,0.045,4,0.9201,0.021,0.836,0.144,0,0,1,0
5,2/13/2018 17:24,0.11742,0.047,0.8788,0.0744,5,0,0,0,0,0,0,1,0
0,2/13/2018 10:36,0,0,0,0,3,0.2144,0,0.948,0.052,0,0,1,0
0,2/12/2018 21:35,0,0,0,0,5,0,0,0,0,0.9511,0,0.686,0.314
1,2/9/2018 3:06,0,0,1,0,3,0,0,0,0,0,0,1,0
5,2/9/2018 1:53,0.31988,0.0164,0.8214,0.162,1,0.1531,0.02,0.955,0.025,0.4019,0,0.69,0.31
0,2/8/2018 19:24,0,0,0,0,1,0,0,0,0,-0.7712,0.155,0.845,0
1,2/8/2018 16:55,0.3182,0,0.943,0.057,1,0,0,0,0,0.5859,0,0.73,0.27
1,2/8/2018 15:14,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
4,2/8/2018 14:36,0.30405,0.0235,0.757,0.2195,1,0.9426,0.043,0.778,0.179,0,0,1,0
8,2/8/2018 7:06,0.4071375,0.004625,0.8425,0.152875,7,0.8386,0.062,0.82,0.117,0,0,1,0
0,2/7/2018 2:04,0,0,0,0,0,0,0,0,0,0.4019,0,0.881,0.119
8,2/4/2018 22:24,0.5535,0.026857143,0.771857143,0.201285714,9,0.9708,0,0.787,0.213,0.4019,0,0.748,0.252
11,2/3/2018 5:20,0.029236364,0.061181818,0.834,0.104727273,2,0.9505,0.025,0.88,0.094,0.4215,0,0.714,0.286
0,2/2/2018 9:31,0,0,0,0,1,0.9367,0,0.715,0.285,0,0,1,0
0,2/1/2018 21:03,0,0,0,0,1,0,0,0,0,0.9035,0,0.771,0.229
2,2/1/2018 5:11,0.25235,0.049,0.869,0.0815,1,0.9939,0.025,0.857,0.118,0,0,1,0
4,1/30/2018 20:03,0.234025,0.0035,0.97575,0.02075,3,0.8071,0.043,0.83,0.128,0,0,1,0
2,1/29/2018 21:50,0.7058,0.0215,0.8905,0.088,1,0.9806,0.008,0.813,0.179,0,0,1,0
1,1/29/2018 17:20,0.3182,0,0.943,0.057,1,0,0,0,0,0.1045,0.088,0.81,0.102
1,1/29/2018 15:58,0.3182,0,0.943,0.057,1,0,0,0,0,0.3818,0,0.755,0.245
1,1/26/2018 8:45,0.4478,0.079,0.791,0.13,2,0.4588,0.02,0.934,0.047,-0.2263,0.16,0.84,0
0,1/25/2018 13:25,0,0,0,0,5,0,0,0,0,0.4939,0,0.588,0.412
1,1/24/2018 17:34,0.3182,0,0.943,0.057,1,0,0,1,0,0.1027,0.156,0.656,0.189
2,1/24/2018 15:51,0.9251,0.0515,0.766,0.1825,4,0.7003,0,0.934,0.066,-0.0516,0.194,0.806,0
1,1/23/2018 17:43,0.9053,0,0.8,0.2,7,0.999,0.021,0.844,0.134,0.6908,0,0.642,0.358
4,1/23/2018 16:00,0.7022,0,0.7025,0.2975,1,0.9118,0,0.607,0.393,0.2023,0,0.917,0.083
0,1/23/2018 15:37,0,0,0,0,0,-0.0258,0.172,0.662,0.166,0,0,1,0
6,1/23/2018 14:40,0.679466667,0.036,0.783333333,0.180666667,1,0.3612,0,0.921,0.079,0.6369,0,0.588,0.412
9,1/21/2018 17:39,0.2360875,0,0.929875,0.070125,6,0.8948,0,0.875,0.125,0,0,1,0
2,1/21/2018 9:23,0.0836,0.031,0.938,0.031,2,0.4329,0,0.926,0.074,0.3612,0,0.737,0.263
0,1/19/2018 22:46,0,0,0,0,1,0.6369,0,0.826,0.174,0.6369,0,0.417,0.583
3,1/19/2018 10:58,-0.027933333,0.043666667,0.839333333,0.117,6,0.9085,0,0.818,0.182,0,0,1,0
7,1/16/2018 13:20,0.142814286,0.058714286,0.849571429,0.092,0,0.9284,0,0.745,0.255,0.8168,0,0.635,0.365
8,1/16/2018 11:58,0.2018,0.02425,0.909125,0.066625,3,0.8468,0.023,0.813,0.164,0,0,1,0
1,1/16/2018 7:18,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
11,1/15/2018 11:34,0.055072727,0.033272727,0.863363636,0.103272727,1,0,0,1,0,0,0,1,0
1,1/12/2018 17:53,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
9,1/11/2018 12:32,0.4264,0.002666667,0.819,0.178444444,5,0.4927,0,0.967,0.033,0,0,1,0
1,1/11/2018 6:49,0,0,1,0,1,0,0,0,0,0,0,1,0
2,1/11/2018 4:44,0.88145,0.0405,0.7645,0.195,2,0.9991,0.014,0.677,0.309,-0.5562,0.264,0.736,0
1,1/10/2018 6:05,0.3182,0,0.943,0.057,1,0,0,0,0,0.3818,0,0.833,0.167
0,1/9/2018 22:17,0,0,0,0,0,0,0,0,0,0.296,0,0.577,0.423
3,1/9/2018 17:39,0.717,0,0.797333333,0.202666667,6,0.7755,0.016,0.915,0.069,0,0,1,0
8,1/8/2018 15:53,0.530975,0,0.866625,0.133375,5,0.6966,0,0.839,0.161,0,0,1,0
2,1/7/2018 14:53,0.71805,0,0.8965,0.1035,3,0.4436,0.02,0.935,0.044,0,0,1,0
1,1/4/2018 4:39,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
9,1/4/2018 4:31,0.300725,0.0315,0.907375,0.061125,3,0.9061,0,0.91,0.09,0,0,1,0
4,1/4/2018 3:49,0.902175,0.00725,0.832,0.16075,10,0.9623,0.017,0.834,0.149,0.6597,0,0.481,0.519
1,12/30/2017 12:19,0.6059,0,0.905,0.095,4,0.8987,0.011,0.911,0.077,0,0,1,0
2,12/29/2017 15:41,0.36755,0,0.94,0.06,2,0.8226,0.021,0.854,0.125,0,0,1,0
2,12/27/2017 19:07,0.4657,0.0125,0.9275,0.0605,8,0.7146,0,0.847,0.153,0,0,1,0
6,12/27/2017 5:01,0.18224,0.0932,0.781,0.1256,4,0.9236,0.078,0.79,0.133,0,0,1,0
1,12/26/2017 18:44,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
0,12/26/2017 10:09,0,0,0,0,1,0,0,0,0,0.34,0,0.789,0.211
23,12/25/2017 23:37,0.3837,0.00973913,0.797521739,0.192782609,2,0.6425,0.015,0.931,0.054,0,0,1,0
0,12/24/2017 22:34,0,0,0,0,16,0,0,0,0,0,0,1,0
6,12/21/2017 21:32,0.78372,0.0106,0.6486,0.3406,2,0.6333,0.03,0.794,0.176,0.4019,0,0.649,0.351
1,12/21/2017 15:07,0.3182,0,0.943,0.057,1,0,0,1,0,0.296,0,0.577,0.423
18,12/21/2017 3:34,0.315211765,0.042058824,0.859705882,0.098235294,7,0.9312,0,0.88,0.12,0,0,1,0
0,12/19/2017 0:40,0,0,0,0,1,0.8979,0,0.912,0.088,0,0,1,0
1,12/18/2017 20:47,0.3182,0,0.943,0.057,1,0,0,0,0,0.3612,0,0.762,0.238
1,12/18/2017 19:30,0,0,1,0,2,0.6322,0,0.905,0.095,0.5994,0,0.29,0.71
1,12/15/2017 15:12,0.3182,0,0.943,0.057,1,0,0,0,0,0.4019,0,0.649,0.351
5,12/14/2017 0:14,0.15754,0.057,0.8412,0.1018,3,0.9536,0.025,0.856,0.119,0.6369,0,0.682,0.318
2,12/13/2017 11:32,0.54405,0,0.822,0.178,5,0.4227,0.015,0.932,0.053,0,0,1,0
1,12/12/2017 17:42,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
11,12/11/2017 17:39,0.314433333,0.019333333,0.84825,0.049,5,-0.4306,0.038,0.939,0.023,0,0,1,0
6,12/11/2017 14:19,0.6549,0.0098,0.835,0.1552,4,0.9359,0,0.856,0.144,0,0,1,0
1,12/11/2017 14:02,0.5407,0.068,0.849,0.083,2,0,0,0,0,0,0,1,0
9,12/9/2017 20:43,0.2788,0.024666667,0.875111111,0.100111111,2,0.3265,0.031,0.852,0.117,0.3802,0,0.755,0.245
1,12/9/2017 9:36,0,0,1,0,0,0.8313,0,0.872,0.128,0,0,1,0
0,12/7/2017 13:59,0,0,0,0,1,0,0,0,0,0,0,1,0
1,12/7/2017 9:48,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
1,12/7/2017 9:22,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
2,12/6/2017 11:15,0,0,0.5,0,5,0,0,0,0,0,0,1,0
3,12/5/2017 9:02,-0.3057,0.152,0.741333333,0.106666667,0,0.9538,0.039,0.847,0.113,0.5093,0,0.77,0.23
4,12/5/2017 0:00,0.189966667,0.007,0.897666667,0.095333333,6,0,0,1,0,0,0,1,0
4,12/4/2017 19:58,0.3022,0.019,0.83625,0.14475,2,0.0772,0,0.952,0.048,0,0,1,0
1,12/3/2017 13:40,0,0,1,0,0,0,0,0,0,0,0,1,0
0,12/2/2017 14:13,0,0,0,0,5,0,0,0,0,0.4019,0,0.722,0.278
1,12/1/2017 13:23,0,0,1,0,0,0.6749,0,0.701,0.299,0.4019,0,0.649,0.351
0,11/30/2017 1:08,0,0,0,0,1,0,0,0,0,0.4019,0,0.748,0.252
0,11/29/2017 18:54,0,0,0,0,1,0,0,0,0,0.6892,0,0.787,0.213
4,11/29/2017 12:16,-0.14355,0.071,0.87725,0.0515,3,0.8867,0.029,0.883,0.088,0,0,1,0
8,11/29/2017 9:44,0.4663875,0.01,0.901625,0.08825,4,0.8807,0,0.824,0.176,0,0,1,0
2,11/29/2017 4:22,0,0,1,0,2,0.8955,0,0.732,0.268,0,0,1,0
4,11/28/2017 18:43,0,0,1,0,3,0.3521,0.129,0.734,0.137,0,0,1,0
4,11/28/2017 10:25,0.0683,0.04725,0.85275,0.1,0,0.5859,0,0.844,0.156,-0.4215,0.318,0.682,0
4,11/28/2017 6:34,0.8952,0.00725,0.919,0.07375,1,0.9685,0,0.848,0.152,0,0,1,0
1,11/27/2017 20:46,0.3182,0,0.943,0.057,1,0,0,0,0,0.69,0,0.637,0.363
0,11/24/2017 15:59,0,0,0,0,1,0,0,0,0,0,0,1,0
1,11/24/2017 6:30,0,0,0,0,0,0.9829,0.012,0.875,0.113,0,0,1,0
16,11/23/2017 18:37,0.07168125,0.1468125,0.5698125,0.283375,14,0.3034,0.254,0.282,0.464,0.0387,0.053,0.89,0.057
4,11/23/2017 14:48,0.2164,0.079666667,0.789,0.131333333,5,0,0,0,0,0.5267,0,0.732,0.268
0,11/22/2017 18:37,0,0,0,0,6,0,0,0,0,0.296,0.122,0.648,0.231
8,11/18/2017 21:25,0.296675,0.00675,0.82825,0.165,8,0.7964,0,0.793,0.207,0.4404,0,0.633,0.367
1,11/15/2017 16:41,0.4588,0,0.8,0.2,3,0.9582,0.04,0.882,0.078,0,0,1,0
9,11/15/2017 8:03,0.621,0.014,0.869111111,0.117,1,0.992,0.02,0.852,0.128,-0.0258,0.189,0.63,0.181
8,11/13/2017 15:53,0.2576125,0.026625,0.930625,0.04275,7,0.34,0.058,0.852,0.091,0,0,1,0
2,11/9/2017 15:42,0.1626,0.052,0.7085,0.2395,6,0.3182,0,0.892,0.108,0,0,1,0
0,11/9/2017 7:24,0,0,0,0,2,0.9953,0.011,0.869,0.12,0.6124,0,0.75,0.25
11,11/8/2017 18:59,0.55878,0.024,0.8713,0.1046,10,0.8385,0.054,0.811,0.135,0.7717,0,0.476,0.524
5,11/8/2017 16:30,0.2892,0.0306,0.87,0.0994,3,0.69,0,0.787,0.213,0,0,1,0
0,11/8/2017 5:59,0,0,0,0,1,0,0,1,0,0,0,1,0
1,11/7/2017 19:51,-0.296,0.06,0.868,0.071,1,0.9633,0.036,0.749,0.215,0.3182,0,0.635,0.365
2,11/7/2017 18:12,0.57625,0,0.7705,0.2295,5,0,0,0,0,0.4019,0,0.924,0.076
0,11/7/2017 12:07,0,0,0,0,12,0.9858,0,0.822,0.178,0,0,1,0
0,11/7/2017 3:04,0,0,0,0,1,0,0,0,0,0.3182,0,0.827,0.173
12,11/7/2017 2:25,0.30638,0.0273,0.8549,0.1178,5,0.8195,0.042,0.782,0.176,0.4767,0,0.693,0.307
0,11/6/2017 1:21,0,0,0,0,1,0.9747,0.03,0.853,0.117,0,0,1,0
0,11/3/2017 22:00,0,0,0,0,1,0,0,0,0,0,0,1,0
3,11/3/2017 14:40,0.1243,0.028333333,0.882,0.09,12,0,0,0,0,0,0,1,0
3,11/3/2017 10:47,0.31245,0,0.9115,0.0885,3,0.9042,0,0.73,0.27,0,0,1,0
11,11/3/2017 3:15,0.149933333,0,0.922222222,0.077777778,0,0.2732,0,0.937,0.063,-0.0516,0.07,0.93,0
0,11/2/2017 13:41,0,0,0,0,1,0.9307,0,0.716,0.284,0.4019,0,0.649,0.351
4,11/2/2017 12:26,0.0064,0.038,0.928666667,0.033333333,4,0.9413,0.023,0.864,0.113,0,0,1,0
3,11/2/2017 10:52,-0.2777,0.157,0.826666667,0.016333333,2,0.9781,0.02,0.678,0.301,0.0516,0.229,0.521,0.25
0,11/1/2017 1:34,0,0,0,0,1,0,0,0,0,0.4003,0,0.77,0.23
15,10/31/2017 21:09,0.388206667,0.026533333,0.791666667,0.181733333,10,0.466,0.012,0.94,0.048,0,0,1,0
10,10/30/2017 18:43,0.199458333,0.034,0.863666667,0.102416667,2,0.824,0,0.826,0.174,0.4754,0,0.721,0.279
2,10/29/2017 4:50,0.9306,0.0175,0.892,0.0905,2,0.9912,0.023,0.783,0.194,0.4019,0,0.69,0.31
3,10/27/2017 10:40,0.013883333,0.0205,0.954,0.0255,6,-0.44,0.086,0.852,0.062,-0.4019,0.184,0.816,0
1,10/27/2017 10:21,0.3182,0,0.943,0.057,1,0,0,0,0,0.2263,0,0.808,0.192
0,10/25/2017 16:04,0,0,0,0,4,0.876,0,0.816,0.184,0,0,1,0
0,10/24/2017 21:17,0,0,0,0,6,0,0,0,0,0,0,1,0
0,10/24/2017 5:22,0,0,0,0,1,0,0,0,0,0,0,1,0
2,10/24/2017 1:15,0.406833333,0.006,0.945666667,0.048333333,1,0.9783,0.026,0.79,0.184,0,0,1,0
6,10/23/2017 15:46,0.7088,0.017333333,0.784333333,0.198333333,2,0.9074,0.034,0.866,0.1,0,0,1,0
2,10/20/2017 8:24,0.5136,0.055,0.3785,0.5665,8,0.8847,0.022,0.834,0.144,0.0772,0,0.435,0.565
3,10/17/2017 16:57,0.382685714,0,0.817142857,0.182857143,16,0.7494,0,0.917,0.083,0,0,1,0
0,10/15/2017 21:02,0,0,0,0,7,0,0,0,0,0.34,0,0.789,0.211
2,10/13/2017 21:08,0.0951,0.042,0.9025,0.0555,1,0,0,0,0,0.4019,0,0.722,0.278
1,10/12/2017 16:07,0.3182,0,0.943,0.057,1,0,0,0,0,0.1779,0.158,0.651,0.191
0,10/12/2017 7:22,0,0,0,0,1,0,0,0,0,0,0,1,0
2,10/11/2017 18:29,0.3254,0.077,0.611,0.312333333,1,0,0,1,0,-0.296,0.216,0.784,0
9,10/11/2017 13:29,0.515033333,0.016777778,0.773111111,0.210222222,5,0.6652,0.098,0.757,0.145,0,0,1,0
9,10/11/2017 10:36,0.366526667,0.007266667,0.840533333,0.1522,7,0.8708,0,0.886,0.114,0,0,1,0
0,10/11/2017 8:33,0,0,0,0,5,0.6908,0,0.551,0.449,0.7184,0,0.647,0.353
3,10/10/2017 9:43,0.0536,0,0.9725,0.0275,2,0.9118,0,0.588,0.412,0.6249,0,0.611,0.389
0,10/10/2017 7:27,0,0,0,0,1,0,0,0,0,0.5859,0,0.678,0.322
6,10/9/2017 23:24,0.25954,0.0576,0.6972,0.2452,1,0.9436,0.034,0.865,0.101,0,0,1,0
0,10/9/2017 16:12,0,0,0,0,1,0,0,0,0,0.6249,0.067,0.67,0.263
1,10/9/2017 9:05,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
5,10/9/2017 5:37,0.4284,0.032,0.7914,0.1766,0,0,0,1,0,0,0,1,0
2,10/9/2017 5:11,-0.23595,0.07525,0.87125,0.05325,1,-0.7685,0.182,0.767,0.051,0,0,1,0
3,10/9/2017 5:05,0.225033333,0,0.739333333,0.260666667,0,0.5859,0,0.866,0.134,0,0,1,0
1,10/9/2017 2:46,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
0,10/8/2017 19:26,0,0,0,0,2,0,0,0,0,0,0.121,0.759,0.121
10,10/7/2017 16:53,0.373746667,0.0132,0.821733333,0.165066667,6,0.4577,0.097,0.766,0.137,0,0,1,0
1,10/7/2017 3:58,0.61482,0.0068,0.8784,0.1146,3,0.1027,0.032,0.93,0.038,0.5994,0,0.837,0.163
0,10/6/2017 9:13,0,0,0,0,8,0,0,0,0,-0.296,0.196,0.804,0
2,10/6/2017 4:08,0.53115,0.0335,0.804,0.1625,3,0.7684,0,0.902,0.098,0,0,1,0
0,10/5/2017 15:12,0,0,0,0,1,0.8726,0.072,0.751,0.177,0.743,0,0.526,0.474
0,10/5/2017 4:57,0,0,0,0,1,0,0,0,0,0.34,0,0.789,0.211
3,10/5/2017 1:37,0.905666667,0.02,0.800666667,0.179333333,2,0.9502,0.012,0.879,0.108,0,0,1,0
0,10/4/2017 18:49,0,0,0,0,1,0,0,0,0,0,0,1,0
6,10/4/2017 2:18,0.628733333,0.026166667,0.8135,0.160333333,4,0.9849,0.052,0.766,0.182,0,0,1,0
1,10/3/2017 10:53,0.9742,0,0.787,0.213,3,0.96,0,0.874,0.126,0,0,1,0
1,10/3/2017 7:49,0,0,1,0,7,0,0,0,0,0,0,1,0
3,10/3/2017 5:49,0.7792,0,0.666666667,0.333333333,2,0.8337,0.015,0.909,0.075,0,0,1,0
1,10/2/2017 0:00,0.6486,0,0.895,0.105,3,0.7783,0.063,0.81,0.127,0,0,1,0
19,9/28/2017 7:21,0.546511765,0.020764706,0.833058824,0.146235294,15,-0.4019,0.103,0.802,0.095,0,0,1,0
0,9/28/2017 7:06,0,0,0,0,1,0,0,0,0,0,0,1,0
12,9/27/2017 15:00,0.002466667,0.015666667,0.952333333,0.032083333,2,0.6565,0,0.895,0.105,0,0,1,0
2,9/27/2017 14:37,0.8065,0.0045,0.8295,0.166,4,0.9895,0.026,0.887,0.088,0,0,1,0
7,9/25/2017 19:01,0.204314286,0.040714286,0.798857143,0.160571429,4,0.2819,0.065,0.851,0.084,0,0,1,0
0,9/25/2017 13:06,0,0,0,0,1,0,0,0,0,0.4019,0,0.748,0.252
0,9/25/2017 10:02,0,0,0,0,3,0,0,0,0,0,0,1,0
9,9/24/2017 11:01,0.055122222,0.061777778,0.805888889,0.132,6,-0.7439,0.097,0.831,0.071,0.3182,0,0.723,0.277
12,9/24/2017 2:50,0.510981818,0.045909091,0.713909091,0.240181818,3,0.8345,0,0.912,0.088,0.2263,0,0.725,0.275
1,9/22/2017 0:07,0.3182,0,0.943,0.057,1,0,0,0,0,0.4019,0,0.597,0.403
1,9/21/2017 14:39,-0.4199,0.272,0.594,0.134,1,0,0,0,0,0,0,1,0
3,9/19/2017 17:32,-0.0453,0.209666667,0.696666667,0.094,4,0,0,0,0,0.802,0,0.625,0.375
0,9/19/2017 3:58,0,0,0,0,10,0,0,0,0,0,0,1,0
5,9/18/2017 21:57,0.4744,0.0018,0.9394,0.0586,3,0.0139,0.1,0.814,0.086,0,0,1,0
1,9/18/2017 13:34,0.3182,0,0.943,0.057,1,0,0,0,0,0.6597,0,0.866,0.134
0,9/15/2017 23:34,0,0,0,0,1,0,0,0,0,0.296,0,0.833,0.167
0,9/14/2017 13:15,0,0,0,0,1,0,0,0,0,0.4767,0,0.868,0.132
0,9/14/2017 3:09,0,0,0,0,1,0,0,0,0,0,0,1,0
10,9/13/2017 12:04,0.58425,0.015,0.8063,0.1787,2,0.2023,0.028,0.933,0.039,0,0,1,0
7,9/12/2017 9:36,0.570785714,0.014142857,0.838714286,0.147142857,0,0.9555,0,0.866,0.134,0,0,1,0
1,9/11/2017 7:53,0.3182,0,0.943,0.057,1,0,0,0,0,0.34,0,0.714,0.286
5,9/11/2017 6:09,-0.19065,0.0805,0.881,0.0385,3,0,0,1,0,0,0,1,0
2,9/8/2017 18:45,0.2538,0,0.475333333,0.524666667,1,0.916,0.02,0.818,0.162,0,0,1,0
1,9/8/2017 9:03,0.3182,0,0.943,0.057,1,0,0,0,0,0.6597,0,0.852,0.148
4,9/8/2017 1:59,0.63042,0.0028,0.8212,0.1762,2,0.9422,0,0.739,0.261,0.6369,0,0.756,0.244
0,9/7/2017 18:08,0,0,0,0,5,0.9976,0.016,0.732,0.252,0.4939,0,0.775,0.225
1,9/7/2017 13:52,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
5,9/5/2017 21:01,0.16748,0.0566,0.8512,0.0924,9,0,0,0,0,0,0,1,0
1,9/5/2017 18:45,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
4,9/5/2017 6:48,0.370175,0,0.7815,0.2185,14,0,0,0,0,0.4627,0,0.849,0.151
1,9/4/2017 23:04,0.25,0,0.905,0.095,1,0,0,0,0,0.4939,0,0.652,0.348
2,9/4/2017 18:55,0.2987,0,0.846,0.154,3,0,0,0,0,0,0,1,0
4,9/3/2017 1:00,0.4519,0.041333333,0.803333333,0.155333333,2,0.5632,0.04,0.88,0.081,-0.2732,0.208,0.792,0
6,9/1/2017 16:15,0.260233333,0.035666667,0.883,0.081166667,3,0.7149,0,0.858,0.142,0,0,1,0
4,8/31/2017 18:23,0.405525,0.02225,0.78475,0.19275,2,0,0,0,0,0.7579,0,0.545,0.455
1,8/31/2017 11:29,-0.6249,0.097,0.903,0,0,0.9215,0,0.934,0.066,0,0,1,0
1,8/30/2017 8:21,0,0,1,0,1,0.8713,0,0.61,0.39,0.5904,0,0.646,0.354
16,8/30/2017 3:11,0.18239375,0.0615625,0.8535,0.0850625,5,0.8555,0,0.785,0.215,0.6369,0,0.704,0.296
2,8/28/2017 8:16,0.413,0.0705,0.7945,0.135,2,0,0,0,0,0.4019,0,0.748,0.252
6,8/26/2017 4:11,0.3439,0.029166667,0.818166667,0.152666667,4,0.6222,0.047,0.83,0.123,0,0,1,0
0,8/24/2017 15:37,0,0,0,0,5,0,0,0,0,0,0,1,0
1,8/24/2017 14:58,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
1,8/24/2017 12:48,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
0,8/24/2017 8:23,0,0,0,0,2,0,0,0,0,0,0,1,0
0,8/24/2017 2:24,0,0,0,0,4,0,0,0,0,0,0,1,0
0,8/21/2017 14:13,0,0,0,0,1,0.296,0.054,0.884,0.062,0,0,1,0
0,8/21/2017 13:29,0,0,0,0,1,0,0,0,0,0,0,1,0
1,8/21/2017 11:38,0.3182,0,0.943,0.057,3,0,0,0,0,-0.2263,0.053,0.947,0
1,8/21/2017 9:48,0.3182,0,0.943,0.057,1,0,0,0,0,0.34,0,0.556,0.444
3,8/18/2017 18:42,0.2235,0,0.94,0.06,2,0,0,1,0,0,0,1,0
0,8/17/2017 13:48,0,0,0,0,4,0,0,0,0,0.7964,0,0.747,0.253
5,8/7/2017 1:22,0.544166667,0.041,0.886666667,0.072333333,6,0.8053,0.022,0.88,0.098,0,0,1,0
9,8/4/2017 7:28,0.057433333,0.096333333,0.770777778,0.133,1,0.5655,0.064,0.881,0.055,-0.1027,0.167,0.833,0
