# Comments,Timestamp,comments_comp,comments_neg,comments_neu,comments_pos,score,submission_compound,submission_neg,submission_neu,submission_pos,title_compound,title_neg,title_neu,title_pos
0,12/23/2017,0,0,0,0,1,0,0,1,0,0,0,1,0
49,12/23/2017,0.6078125,0.01725,0.694041667,0.28875,247,0.4019,0,0.87,0.13,0.7506,0,0.73,0.27
0,12/23/2017,0,0,0,0,1,0,0,0,0,0.8918,0,0.436,0.564
29,12/23/2017,0.16086,0.00396,0.78948,0.20656,56,0.1877,0,0.889,0.111,0.5859,0,0.758,0.242
5,12/23/2017,0.02674,0.064,0.8706,0.0652,2,0.5199,0.039,0.874,0.087,-0.7627,0.443,0.557,0
4,12/23/2017,0.17265,0.188,0.45725,0.35475,19,-0.4019,0.137,0.863,0,0,0,1,0
13,12/23/2017,0.089084615,0.042615385,0.898384615,0.059,7,0,0,0,0,0,0,1,0
13,12/23/2017,0.231353333,0.0242,0.789866667,0.185933333,88,0.8777,0.015,0.851,0.134,0,0,1,0
55,12/23/2017,0.083375926,0.064203704,0.814907407,0.120962963,116,0,0,0,0,-0.1984,0.222,0.637,0.141
8,12/23/2017,0.1614375,0.0965,0.758375,0.14525,1,0.7752,0.007,0.954,0.039,0,0,1,0
0,12/23/2017,0,0,0,0,1,0,0,0,0,0,0,1,0
65,12/23/2017,0.08213125,0.11903125,0.716703125,0.16428125,158,0,0,0,0,0,0,1,0
4,12/23/2017,0.2043,0,0.8965,0.1035,6,0,0,1,0,0.4926,0,0.901,0.099
9,12/23/2017,0.453777778,0.011111111,0.700888889,0.288,4,0.9365,0.052,0.806,0.142,0.6369,0,0.588,0.412
1,12/23/2017,0,0,1,0,1,0,0,0,0,0,0,1,0
0,12/23/2017,0,0,0,0,0,0,0,0,0,0.7163,0,0.77,0.23
2,12/23/2017,0.15145,0.0255,0.9325,0.042,2,0.7003,0.066,0.761,0.173,0,0,1,0
10,12/23/2017,0.0396,0.034555556,0.821111111,0.144222222,1,-0.5632,0.056,0.905,0.039,-0.2732,0.09,0.849,0.06
23,12/23/2017,-0.035618182,0.087,0.840090909,0.072909091,0,0.1877,0.078,0.872,0.051,0,0,1,0
12,12/23/2017,0.032753846,0.092153846,0.704846154,0.126,10,0,0,1,0,0,0,1,0
4,12/23/2017,0.056575,0,0.9845,0.0155,2,0,0,1,0,0,0,1,0
12,12/23/2017,0.22635,0.015583333,0.86375,0.120666667,0,0,0,0,0,0.4404,0,0.508,0.492
9,12/23/2017,0.350466667,0.052666667,0.644,0.303444444,2,0.9817,0.046,0.778,0.176,0,0,1,0
20,12/23/2017,0.322184211,0.040789474,0.783052632,0.176105263,18,0.9169,0.025,0.793,0.182,0,0,1,0
29,12/23/2017,0.170463636,0.034227273,0.845227273,0.120545455,0,0.4949,0.19,0.568,0.242,0.3818,0,0.86,0.14
4,12/23/2017,-0.003075,0.0545,0.8535,0.092,2,0.707,0.085,0.788,0.127,0.25,0.096,0.735,0.169
4,12/23/2017,-0.003375,0.053,0.89125,0.05575,3,0.7684,0.051,0.791,0.158,0,0,1,0
5,12/23/2017,0.13616,0,0.9504,0.0496,2,0.1232,0.034,0.923,0.043,0,0,1,0
33,12/23/2017,0.330459375,0.03871875,0.767,0.1943125,0,0.9568,0.033,0.801,0.165,-0.5423,0.212,0.788,0
0,12/23/2017,0,0,0,0,2,-0.9081,0.142,0.838,0.02,0.4019,0,0.27,0.73
8,12/23/2017,0.3334375,0.02825,0.844,0.127625,3,0.7351,0.027,0.875,0.098,0,0,1,0
2,12/23/2017,0.3187,0.022,0.9385,0.0395,2,-0.128,0.039,0.961,0,-0.128,0.6,0.4,0
1,12/23/2017,0,0,1,0,1,-0.9586,0.154,0.822,0.024,0,0,1,0
5,12/23/2017,-0.126975,0.11375,0.85425,0.032,1,0,0,0,0,-0.1531,0.144,0.743,0.114
0,12/23/2017,0,0,0,0,2,-0.4404,0.153,0.847,0,0.4215,0,0.714,0.286
0,12/23/2017,0,0,0,0,2,0,0,1,0,0.7096,0,0.604,0.396
19,12/23/2017,0.343864706,0.015117647,0.801470588,0.183352941,34,-0.2732,0.07,0.93,0,0.34,0,0.93,0.07
7,12/23/2017,0.010142857,0.071714286,0.838285714,0.09,8,0.2755,0.038,0.906,0.056,-0.4939,0.677,0.323,0
6,12/23/2017,0.39826,0,0.8346,0.1654,2,0.2846,0,0.888,0.112,0,0,1,0
8,12/23/2017,0.2132625,0.084625,0.80175,0.113625,6,0.9509,0.025,0.798,0.177,0.34,0,0.833,0.167
7,12/23/2017,0.195433333,0.036,0.810666667,0.153333333,11,0,0,0,0,0.4389,0,0.675,0.325
0,12/23/2017,0,0,0,0,1,0,0,1,0,0.7096,0,0.604,0.396
2,12/23/2017,0,0,0.5,0,1,0.4809,0.023,0.922,0.055,0,0,1,0
22,12/23/2017,-0.00685,0.111,0.784227273,0.104818182,14,0,0,0,0,0.0258,0.078,0.841,0.081
0,12/23/2017,0,0,0,0,1,0,0,0,0,0.4574,0,0.933,0.067
57,12/23/2017,0.018303571,0.068767857,0.834142857,0.097125,158,-0.5423,0.273,0.727,0,-0.6124,0.215,0.732,0.053
2,12/23/2017,0.68445,0.0635,0.7305,0.207,1,-0.5647,0.066,0.934,0,-0.4019,0.351,0.649,0
4,12/23/2017,0.3016,0.015,0.8795,0.1055,20,0.8834,0.031,0.732,0.237,-0.2479,0.399,0.601,0
1,12/23/2017,0.2732,0,0,1,1,0,0,1,0,0.4404,0.097,0.649,0.254
2,12/23/2017,0.0703,0.0705,0.792,0.1375,1,0.5267,0.049,0.845,0.106,0,0,1,0
12,12/23/2017,0.230075,0.053583333,0.740916667,0.205583333,111,0,0,0,0,0.6808,0,0.855,0.145
3,12/23/2017,0.583466667,0.044666667,0.846,0.109333333,1,0.3765,0.089,0.803,0.108,0,0,1,0
1,12/23/2017,-0.2732,0.123,0.877,0,4,0.875,0,0.706,0.294,0,0,1,0
9,12/23/2017,0.113655556,0.008555556,0.940666667,0.050777778,1,0,0,1,0,0.3182,0,0.566,0.434
7,12/23/2017,0.392585714,0.032571429,0.760857143,0.206714286,3,0.872,0,0.879,0.121,0,0,1,0
8,12/23/2017,0.345683333,0.015166667,0.783166667,0.201833333,1,0.8247,0,0.743,0.257,0,0,1,0
9,12/23/2017,0.179655556,0.020666667,0.834777778,0.144444444,3,0,0,1,0,0,0,1,0
3,12/23/2017,0,0,1,0,6,-0.6046,0.171,0.829,0,0,0,1,0
3,12/23/2017,0.07995,0.0935,0.81275,0.09375,2,0,0,1,0,0,0,1,0
119,12/23/2017,0.142465766,0.065306306,0.763810811,0.161882883,285,0.6597,0,0.738,0.262,0,0,1,0
4,12/23/2017,0.18505,0.0395,0.88025,0.08025,42,0.8387,0.06,0.833,0.107,0.5859,0,0.51,0.49
7,12/23/2017,0.041857143,0.035857143,0.926857143,0.037142857,3,0,0,0,0,0.4019,0,0.803,0.197
3,12/23/2017,0.014066667,0.057,0.82,0.123,2,0.25,0.061,0.837,0.103,0,0,1,0
11,12/23/2017,-0.141809091,0.081727273,0.863636364,0.054636364,0,0,0,1,0,-0.3818,0.152,0.787,0.062
11,12/23/2017,-0.029554545,0.054818182,0.800454545,0.053818182,2,0.533,0,0.762,0.238,0,0,1,0
5,12/23/2017,0.04258,0.0284,0.9358,0.0358,4,-0.2732,0.079,0.867,0.054,0,0,1,0
0,12/23/2017,0,0,0,0,0,0.9982,0.018,0.65,0.332,0.6705,0,0.522,0.478
3,12/23/2017,0.254366667,0,0.877,0.123,2,0.5514,0,0.952,0.048,0,0,1,0
4,12/23/2017,0,0.131,0.7925,0.0765,2,0,0,1,0,0,0,1,0
2,12/23/2017,-0.296,0.524,0.476,0,0,0.3612,0,0.894,0.106,0,0,1,0
13,12/23/2017,0.1259,0.011272727,0.787181818,0.201545455,3,0.1919,0.078,0.853,0.069,0,0,1,0
7,12/23/2017,0.342957143,0.032714286,0.751,0.216571429,2,0.6372,0.034,0.872,0.094,0.7845,0.148,0.258,0.594
24,12/23/2017,0.149229167,0.093541667,0.761958333,0.10275,97,0.8309,0,0.827,0.173,0.9356,0,0.719,0.281
5,12/23/2017,0.18482,0.01,0.8076,0.1822,0,0.3313,0.026,0.924,0.05,0,0,1,0
4,12/22/2017,0.2563,0.07,0.75975,0.17025,3,0,0,0,0,0,0,1,0
12,12/22/2017,0.101866667,0.05625,0.853833333,0.090083333,3,-0.8271,0.129,0.82,0.05,0,0,1,0
0,12/22/2017,0,0,0,0,1,0.9312,0.055,0.762,0.183,0,0,1,0
29,12/22/2017,0.211142857,0.038285714,0.750392857,0.211357143,9,-0.75,0.244,0.64,0.116,0,0,1,0
8,12/22/2017,0.304625,0.036125,0.877875,0.086,1,0.7608,0.023,0.848,0.129,0,0,1,0
0,12/22/2017,0,0,0,0,1,0,0,0,0,0,0,1,0
4,12/22/2017,0.3392,0.13875,0.491,0.37025,5,0.9762,0.019,0.688,0.293,0.5562,0,0.455,0.545
0,12/22/2017,0,0,0,0,3,0,0,1,0,0.7506,0,0.439,0.561
7,12/22/2017,0.396228571,0.053571429,0.838285714,0.108285714,0,0.1431,0.05,0.887,0.063,0,0,1,0
9,12/22/2017,0.0515875,0.08775,0.76075,0.1515,12,0.7501,0.112,0.681,0.207,0.2467,0.251,0.417,0.333
13,12/22/2017,0.237438462,0.066538462,0.793769231,0.139538462,13,0,0.072,0.874,0.054,0,0,1,0
3,12/22/2017,0.0858,0.067,0.8715,0.0615,0,0.1655,0,0.957,0.043,0,0,1,0
1,12/22/2017,0.8247,0.062,0.799,0.14,3,0.6908,0,0.737,0.263,0,0,1,0
9,12/22/2017,0.454166667,0.056555556,0.776444444,0.166888889,6,0.9914,0.01,0.73,0.26,0.4767,0,0.693,0.307
19,12/22/2017,0.104494444,0.077666667,0.827555556,0.094944444,3,0,0,1,0,0,0,1,0
11,12/22/2017,0.295836364,0.028636364,0.814181818,0.157181818,3,-0.7455,0.107,0.85,0.043,0,0,1,0
2,12/22/2017,-0.3825,0.085,0.915,0,29,0.3164,0,0.97,0.03,0,0,1,0
6,12/22/2017,0.0459,0.110333333,0.743833333,0.145833333,0,0.1857,0,0.634,0.366,0,0,1,0
0,12/22/2017,0,0,0,0,2,-0.126,0.083,0.846,0.071,0.4005,0,0.839,0.161
10,12/22/2017,0.10926,0.0934,0.8229,0.0836,5,-0.7205,0.208,0.731,0.061,-0.4215,0.412,0.588,0
0,12/22/2017,0,0,0,0,1,0.3421,0,0.97,0.03,0,0,1,0
0,12/22/2017,0,0,0,0,0,0,0,1,0,0.34,0,0.821,0.179
2,12/22/2017,0,0,0,0,7,0.4404,0,0.885,0.115,0.3818,0,0.606,0.394
8,12/22/2017,0.1080875,0.007,0.82475,0.04325,3,0.8381,0,0.768,0.232,0,0,1,0
3,12/22/2017,0.236533333,0,0.666666667,0.333333333,2,-0.4871,0.058,0.942,0,0.4019,0,0.649,0.351
14,12/22/2017,0.006957143,0.090285714,0.720142857,0.046642857,0,0.7256,0.035,0.806,0.159,0,0,1,0
42,12/22/2017,0.072387805,0.108560976,0.757414634,0.13404878,1,0.5267,0.219,0.481,0.3,0.34,0.255,0.364,0.382
0,12/22/2017,0,0,0,0,0,0,0,1,0,0.9395,0,0.49,0.51
13,12/22/2017,0.082192308,0.059,0.793384615,0.147461538,0,0.8861,0.068,0.746,0.186,-0.296,0.239,0.761,0
1,12/22/2017,0,0,1,0,0,0,0,0,0,-0.5719,0.481,0.519,0
1,12/22/2017,0,0,1,0,2,0,0,1,0,-0.3939,0.151,0.849,0
22,12/22/2017,0.317436364,0.056681818,0.742636364,0.200681818,1,0.7052,0.02,0.898,0.082,-0.0516,0.375,0.625,0
12,12/22/2017,0.303018182,0.046,0.828363636,0.125727273,23,0.9977,0.057,0.783,0.16,-0.25,0.125,0.875,0
0,12/22/2017,0,0,0,0,0,0,0,0,0,0.5962,0,0.739,0.261
2,12/22/2017,0.1806,0,0.8335,0.1665,0,-0.1779,0.119,0.809,0.073,0,0,1,0
12,12/22/2017,-0.068045455,0.126272727,0.777363636,0.096454545,0,0.9072,0.044,0.777,0.179,0.4404,0,0.508,0.492
2,12/22/2017,0,0,1,0,3,0.0772,0.104,0.781,0.115,0,0,1,0
2,12/22/2017,0,0,1,0,45,0,0,1,0,0.8065,0,0.658,0.342
0,12/22/2017,0,0,0,0,2,0.988,0.042,0.732,0.226,0,0,1,0
1,12/22/2017,0.3818,0,0.606,0.394,30,-0.5093,0.09,0.828,0.082,0,0,1,0
12,12/22/2017,0.099541667,0.012833333,0.94775,0.039416667,1,0.3685,0.105,0.717,0.178,0,0,1,0
2,12/22/2017,0.31845,0,0.803,0.197,1,0,0,1,0,0,0,1,0
4,12/22/2017,0.050575,0,0.65625,0.09375,2,0,0,1,0,0,0,1,0
2,12/22/2017,0.2463,0,0.6195,0.3805,1,0.4939,0,0.92,0.08,0.4404,0,0.791,0.209
19,12/22/2017,-0.0303,0.146333333,0.773277778,0.080333333,0,-0.3102,0.18,0.675,0.146,-0.6486,0.683,0.317,0
9,12/22/2017,0.180066667,0,0.715333333,0.173555556,3,0.5499,0,0.894,0.106,0.0772,0,0.894,0.106
1,12/22/2017,-0.34,0.462,0.256,0.282,1,0,0,0,0,0.4404,0,0.791,0.209
5,12/22/2017,0.1182,0.0638,0.8022,0.134,2,0,0,0,0,0.4404,0,0.818,0.182
4,12/22/2017,0,0,1,0,7,0.7644,0,0.911,0.089,0.4574,0.198,0.345,0.457
9,12/22/2017,0.033266667,0.093555556,0.653666667,0.141666667,3,0.9195,0.021,0.718,0.261,0,0,1,0
33,12/22/2017,0.069643333,0.1194,0.762733333,0.1179,5,-0.6196,0.16,0.742,0.098,-0.5106,0.398,0.602,0
1,12/22/2017,-0.7897,0.4,0.6,0,3,0,0,1,0,0,0,1,0
2,12/22/2017,0,0,1,0,2,0,0,1,0,0,0,1,0
1,12/22/2017,0.3818,0,0.755,0.245,46,-0.948,0.124,0.805,0.071,0,0,1,0
1,12/22/2017,0,0,1,0,5,0,0,1,0,-0.1531,0.18,0.67,0.149
1,12/22/2017,0,0,1,0,1,0,0,1,0,0,0,1,0
0,12/22/2017,0,0,0,0,1,0,0,1,0,-0.542,0.124,0.814,0.062
8,12/22/2017,0.176875,0.034,0.608125,0.232875,1,0,0,1,0,0.2023,0,0.526,0.474
2,12/22/2017,0.42665,0.042,0.834,0.124,6,0.4833,0.064,0.842,0.094,0.1759,0.31,0.282,0.408
20,12/22/2017,0.257794737,0.065578947,0.811105263,0.123368421,1,0,0,1,0,0,0,1,0
3,12/22/2017,0.027933333,0.03,0.846666667,0.123333333,5,0.3724,0,0.967,0.033,0,0,1,0
15,12/22/2017,0.11062,0.022666667,0.900933333,0.076333333,6,0,0,0,0,0.2023,0.079,0.846,0.074
3,12/22/2017,-0.180766667,0.045666667,0.954333333,0,2,0.7184,0.06,0.725,0.215,-0.3182,0.223,0.777,0
2,12/22/2017,0.4581,0,0.2505,0.7495,6,0,0,0,0,0.5337,0.173,0.577,0.25
16,12/22/2017,0.014625,0.0910625,0.8154375,0.093625,2,0.8628,0.016,0.914,0.069,-0.4019,0.213,0.787,0
1,12/22/2017,0,0,1,0,12,0.8979,0,0.863,0.137,-0.5719,0.485,0.515,0
7,12/22/2017,0.062285714,0.147142857,0.712571429,0.140571429,1,0,0,0,0,0,0,1,0
7,12/22/2017,0.519042857,0.034571429,0.702571429,0.263,6,0.4843,0.109,0.771,0.12,-0.3818,0.157,0.843,0
14,12/22/2017,0.08945,0.041714286,0.759,0.127857143,7,0.9109,0.074,0.769,0.157,-0.3612,0.333,0.667,0
0,12/22/2017,0,0,0,0,1,0,0,1,0,0,0,1,0
115,12/22/2017,0.025208257,0.098100917,0.799100917,0.093633028,167,0.9542,0.036,0.745,0.219,-0.4939,0.314,0.686,0
0,12/22/2017,0,0,0,0,4,0,0,0,0,0.5157,0,0.6,0.4
20,12/22/2017,0.158055,0.0639,0.7649,0.1213,6,-0.6108,0.128,0.806,0.066,-0.34,0.706,0.294,0
2,12/22/2017,-0.07385,0.0865,0.855,0.0585,1,0,0,0,0,-0.4019,0.474,0.526,0
1,12/22/2017,0,0,1,0,1,0,0,1,0,0,0,1,0
0,12/22/2017,0,0,0,0,9,0,0,0,0,0,0,1,0
1,12/22/2017,0,0,1,0,3,0,0,0,0,-0.296,0.524,0.476,0
2,12/22/2017,0,0,1,0,7,0,0,0,0,-0.0516,0.282,0.455,0.264
8,12/22/2017,0.10615,0,0.923833333,0.076166667,19,0,0,0,0,0.5051,0.066,0.751,0.183
2,12/22/2017,0,0,1,0,4,-0.4824,0.151,0.709,0.14,0,0,1,0
0,12/22/2017,0,0,0,0,4,-0.9745,0.231,0.635,0.134,-0.4926,0.285,0.715,0
1,12/22/2017,0.5473,0,0.629,0.371,7,0,0,0,0,0,0,1,0
8,12/22/2017,0.375775,0.10625,0.572625,0.321,11,0.4215,0.085,0.791,0.124,0.4939,0,0.61,0.39
11,12/22/2017,0.29024,0.022,0.6603,0.3177,7,0,0,1,0,0.4696,0,0.662,0.338
0,12/22/2017,0,0,0,0,2,0,0,1,0,0.4404,0,0.734,0.266
0,12/22/2017,0,0,0,0,3,0,0,1,0,0.4404,0,0.734,0.266
20,12/22/2017,0.004905,0.112,0.80545,0.0825,0,0,0,1,0,-0.5267,0.362,0.638,0
5,12/22/2017,-0.0167,0.0606,0.8382,0.1012,1,0,0,1,0,0,0,1,0
8,12/22/2017,0.206575,0.03575,0.7905,0.17375,45,0,0,0,0,0,0,1,0
3,12/22/2017,0.535733333,0,0.889,0.111,4,0.2047,0.031,0.928,0.041,0,0,1,0
6,12/22/2017,0.149616667,0.048833333,0.7675,0.183666667,5,-0.6914,0.098,0.873,0.028,0,0,1,0
1,12/22/2017,0.4404,0,0.58,0.42,8,0,0,0,0,0.4404,0,0.508,0.492
19,12/22/2017,0.139333333,0.048055556,0.794944444,0.157,0,-0.9159,0.171,0.767,0.062,0.3182,0,0.465,0.535
49,12/22/2017,-0.052179167,0.136979167,0.7465625,0.0748125,11,-0.9224,0.19,0.77,0.04,0,0,1,0
30,12/22/2017,0.174062069,0.077793103,0.777896552,0.144344828,103,0.9407,0.057,0.496,0.447,0,0,1,0
22,12/22/2017,0.022561905,0.055761905,0.875857143,0.06847619,11,0,0,1,0,-0.1531,0.118,0.882,0
8,12/22/2017,0.15,0.05825,0.788375,0.15325,2,0.9651,0.029,0.736,0.236,0,0,1,0
7,12/22/2017,-0.249616667,0.1485,0.828166667,0.023333333,0,0,0,0,0,-0.1531,0.136,0.758,0.106
7,12/22/2017,0.1951,0.043571429,0.822714286,0.133714286,3,0,0,0,0,0.4767,0.086,0.7,0.214
17,12/22/2017,0.115223529,0.087529412,0.775352941,0.137058824,0,0,0,1,0,-0.1873,0.117,0.748,0.135
0,12/22/2017,0,0,0,0,1,0,0,1,0,-0.4588,0.188,0.812,0
5,12/22/2017,0.24732,0.0462,0.8126,0.1412,0,0.7343,0.081,0.817,0.102,0,0,1,0
6,12/22/2017,0.411616667,0.036666667,0.814166667,0.149166667,7,0.2023,0,0.904,0.096,-0.6486,0.212,0.788,0
6,12/22/2017,-0.183133333,0.132333333,0.837333333,0.030333333,9,0,0,1,0,0,0,1,0
34,12/22/2017,0.011688235,0.139176471,0.761823529,0.099029412,0,0,0,1,0,0,0,1,0
13,12/22/2017,0.090292308,0.162,0.708846154,0.129230769,1,0,0,1,0,0.4329,0,0.71,0.29
1,12/22/2017,0.5859,0,0.817,0.183,3,0,0,0,0,0.4404,0,0.847,0.153
1,12/22/2017,0.4215,0,0.263,0.737,4,0,0,1,0,0.5994,0,0.877,0.123
7,12/22/2017,0.169142857,0.059714286,0.704714286,0.235571429,1,0,0,1,0,0,0,1,0
1,12/22/2017,-0.5423,0.132,0.868,0,4,0,0,1,0,0.3612,0,0.923,0.077
15,12/22/2017,0.128133333,0.088733333,0.705133333,0.206066667,0,0.8103,0.045,0.776,0.179,-0.6901,0.439,0.561,0
2,12/22/2017,-0.2439,0.243,0.695,0.062,3,0,0,1,0,0,0,1,0
4,12/22/2017,0.118825,0,0.891,0.109,1,-0.6428,0.172,0.709,0.119,0,0,1,0
5,12/22/2017,0.02134,0.0982,0.7886,0.1132,2,0,0,0,0,-0.4754,0.171,0.739,0.09
0,12/22/2017,0,0,0,0,1,0,0,1,0,0,0,1,0
5,12/22/2017,0.2509,0.0292,0.7496,0.2214,11,-0.5757,0.107,0.817,0.076,0,0,1,0
34,12/22/2017,0.1646375,0.0625,0.79459375,0.14284375,4,-0.7454,0.061,0.927,0.011,-0.3818,0.178,0.822,0
14,12/22/2017,0.200407143,0.093785714,0.758714286,0.1475,0,0.0984,0.139,0.759,0.102,0,0,1,0
245,12/22/2017,0.096044105,0.064423581,0.802179039,0.129017467,521,-0.5574,0.093,0.907,0,0,0,1,0
25,12/22/2017,0.057227273,0.059681818,0.819636364,0.120727273,0,0,0,0,0,0.4404,0,0.868,0.132
3,12/22/2017,0.148,0,0.9275,0.0725,3,0.8398,0,0.786,0.214,0.5106,0,0.784,0.216
0,12/22/2017,0,0,0,0,2,-0.8126,0.481,0.519,0,0,0,1,0
5,12/22/2017,-0.157325,0.05075,0.9105,0.03875,0,0.2124,0.076,0.829,0.095,-0.4019,0.351,0.649,0
3,12/22/2017,-0.221733333,0.151,0.738666667,0.11,5,-0.5642,0.177,0.696,0.127,0.6369,0,0.625,0.375
3,12/22/2017,-0.036066667,0.051333333,0.896666667,0.052,3,0,0,1,0,-0.0258,0.129,0.746,0.124
11,12/22/2017,0.03706,0.12,0.6772,0.2029,0,0.2146,0.091,0.805,0.104,0.539,0,0.775,0.225
0,12/22/2017,0,0,0,0,4,0.9842,0.011,0.806,0.182,0,0,1,0
1,12/22/2017,0.8709,0,0.746,0.254,2,0.8333,0,0.761,0.239,0,0,1,0
5,12/22/2017,0.25772,0.0706,0.751,0.1784,5,-0.2406,0.107,0.818,0.075,-0.3597,0.2,0.8,0
23,12/22/2017,0.014113043,0.083565217,0.839652174,0.07673913,5,-0.891,0.129,0.815,0.057,0,0,1,0
1,12/22/2017,-0.128,0.103,0.897,0,2,-0.961,0.109,0.882,0.009,-0.4019,0.73,0.27,0
8,12/22/2017,-0.0257,0.063375,0.86675,0.069875,4,0.8271,0,0.889,0.111,0.4404,0,0.674,0.326
4,12/22/2017,0.139075,0.01675,0.9525,0.031,5,-0.2732,0.174,0.826,0,0,0,1,0
2,12/22/2017,0.38275,0.1055,0.7005,0.194,1,-0.2598,0.108,0.818,0.074,0,0,1,0
5,12/22/2017,-0.08808,0.039,0.961,0,1,0,0,0,0,-0.6808,0.286,0.714,0
0,12/22/2017,0,0,0,0,3,0.7974,0.088,0.764,0.148,0,0,1,0
0,12/22/2017,0,0,0,0,3,0.5175,0.067,0.838,0.095,-0.128,0.158,0.842,0
6,12/22/2017,-0.00768,0.0866,0.795,0.1184,1,-0.5849,0.188,0.741,0.071,-0.3182,0.365,0.635,0
20,12/22/2017,0.283305263,0.111105263,0.710473684,0.178473684,18,0,0,1,0,-0.4215,0.349,0.465,0.186
0,12/22/2017,0,0,0,0,3,0,0,0,0,0.5859,0,0.758,0.242
3,12/22/2017,0.0249,0.026666667,0.943333333,0.030333333,44,0,0,0,0,0,0,1,0
4,12/22/2017,0.099425,0.10125,0.7545,0.14425,0,0,0,1,0,0.2023,0,0.87,0.13
0,12/22/2017,0,0,0,0,2,0.8588,0,0.8,0.2,0,0,1,0
4,12/22/2017,0.297025,0.03425,0.861,0.105,5,0.7942,0.089,0.62,0.291,0.3506,0,0.886,0.114
6,12/22/2017,-0.105183333,0.201166667,0.676333333,0.122666667,0,-0.6981,0.108,0.848,0.044,0.1531,0,0.758,0.242
50,12/22/2017,0.250574,0.07186,0.73266,0.19544,56,0,0,1,0,-0.6408,0.344,0.656,0
10,12/22/2017,-0.02662,0.2069,0.7379,0.0552,12,-0.8002,0.17,0.83,0,-0.5423,0.467,0.533,0
3,12/22/2017,-0.0496,0.064666667,0.836666667,0.098666667,0,0,0,0,0,-0.7964,0.384,0.616,0
3,12/22/2017,-0.2893,0.402333333,0.597666667,0,6,0,0,1,0,-0.4939,0.219,0.781,0
18,12/22/2017,-0.057305556,0.088166667,0.811222222,0.100666667,7,0.4939,0.059,0.847,0.094,0,0,1,0
57,12/22/2017,0.041003571,0.095392857,0.740464286,0.164035714,110,-0.4019,0.162,0.838,0,0,0,1,0
0,12/22/2017,0,0,0,0,2,0,0,0,0,-0.3595,0.161,0.839,0
3,12/22/2017,0.281,0,0.801333333,0.198666667,0,0.4215,0,0.781,0.219,0.25,0,0.6,0.4
4,12/22/2017,0.054725,0.07025,0.852,0.078,3,0.1725,0.13,0.71,0.16,0,0,1,0
20,12/22/2017,0.07379,0.1229,0.721,0.15605,24,0,0,0,0,-0.6249,0.242,0.758,0
4,12/22/2017,-0.13775,0.0355,0.928,0.0365,5,-0.3919,0.056,0.944,0,0,0,1,0
44,12/22/2017,0.236321951,0.074414634,0.734195122,0.191365854,199,0.4588,0.161,0.66,0.179,-0.5994,0.358,0.642,0
5,12/22/2017,0.16198,0.1082,0.5488,0.343,6,0.7003,0,0.547,0.453,0,0,1,0
0,12/22/2017,0,0,0,0,1,-0.4767,0.153,0.774,0.074,0,0,1,0
2,12/22/2017,-0.06135,0.2335,0.511,0.2555,0,0,0,1,0,-0.6083,0.265,0.735,0
5,12/22/2017,0,0,1,0,2,0,0,1,0,0,0,1,0
9,12/22/2017,0.113,0.118555556,0.762888889,0.118444444,4,-0.25,0.143,0.857,0,0,0,1,0
5,12/22/2017,0.268,0.031,0.7634,0.2056,3,0.3182,0,0.946,0.054,0,0,1,0
11,12/22/2017,0.0811875,0.0235,0.872875,0.10375,12,0.1779,0.067,0.859,0.075,0.25,0,0.778,0.222
24,12/22/2017,0.237965,0.05735,0.8273,0.1154,83,0.7951,0.061,0.813,0.126,0,0,1,0
0,12/22/2017,0,0,0,0,1,0,0,1,0,0,0,1,0
9,12/22/2017,0.134144444,0.037444444,0.896222222,0.066222222,2,0.1754,0,0.941,0.059,-0.1779,0.243,0.608,0.149
1,12/22/2017,0,0,1,0,3,0,0,1,0,0.3182,0,0.85,0.15
26,12/22/2017,0.0872375,0.0755,0.805541667,0.119041667,156,0,0,0,0,0,0,1,0
3,12/22/2017,-0.2571,0.151,0.849,0,9,0,0,0,0,0.6369,0,0.658,0.342
0,12/22/2017,0,0,0,0,1,0,0,1,0,0.7506,0,0.748,0.252
30,12/22/2017,0.149229032,0.031806452,0.877645161,0.090548387,0,0.9152,0.039,0.84,0.122,0.7149,0,0.501,0.499
26,12/22/2017,0.149446154,0.054423077,0.751269231,0.194346154,24,0,0,0,0,0.508,0,0.838,0.162
11,12/22/2017,0.2365375,0.094,0.716625,0.189375,4,0.374,0.124,0.726,0.149,0.4215,0,0.641,0.359
2,12/22/2017,0.233433333,0,0.666666667,0.333333333,6,0,0,0,0,0.6114,0,0.778,0.222
1,12/22/2017,-0.5423,0.171,0.829,0,1,0.2732,0,0.948,0.052,0,0,1,0
4,12/22/2017,0.200375,0,0.77875,0.22125,2,-0.607,0.113,0.887,0,0,0,1,0
29,12/22/2017,0.046311111,0.134333333,0.738666667,0.127037037,108,0,0,0,0,0.1531,0.108,0.755,0.137
17,12/22/2017,0.389923529,0.020529412,0.793058824,0.186529412,7,0.9077,0.031,0.807,0.162,0,0,1,0
7,12/22/2017,-0.051242857,0.093571429,0.865857143,0.040714286,5,0.5574,0.028,0.859,0.112,0.6369,0,0.625,0.375
19,12/22/2017,-0.089922222,0.148555556,0.740722222,0.110888889,0,0.8126,0.064,0.613,0.322,0,0,1,0
4,12/22/2017,-0.179875,0.323,0.49375,0.18325,0,0,0,1,0,0.5599,0,0.734,0.266
